dfce1465-521e-431b-b9fa-2d7a8e9888ac.mov-0001.jpg,626.0,289.0,833.0,464.0,car
frame_d20f55555ea880734614c2d9eaf2da2a_21ca04fd9b228df2768f26b7cb28e658_90000-1280_720.jpg,631.0,296.0,653.0,322.0,car
frame_d20f55555ea880734614c2d9eaf2da2a_21ca04fd9b228df2768f26b7cb28e658_90000-1280_720.jpg,589.0,302.0,609.0,320.0,car
frame_d20f55555ea880734614c2d9eaf2da2a_21ca04fd9b228df2768f26b7cb28e658_90000-1280_720.jpg,491.0,302.0,513.0,322.0,car
frame_beafb4ab-cb12-4921-ab83-05d0dd678716_00008-1280_720.jpg,833.0,191.0,987.0,376.0,car
frame_beafb4ab-cb12-4921-ab83-05d0dd678716_00008-1280_720.jpg,626.0,269.0,735.0,347.0,car
04b50078-e315-4a70-a165-026d6a79c117.mov-0001.jpg,596.0,403.0,714.0,497.0,car
04b50078-e315-4a70-a165-026d6a79c117.mov-0001.jpg,506.0,360.0,562.0,445.0,car
04b50078-e315-4a70-a165-026d6a79c117.mov-0001.jpg,381.0,400.0,466.0,471.0,car
42aaa092-024a-4120-a64e-87a0f0ab13b8.mov-0001.jpg,316.0,259.0,694.0,581.0,car
42aaa092-024a-4120-a64e-87a0f0ab13b8.mov-0001.jpg,700.0,279.0,850.0,408.0,car
42aaa092-024a-4120-a64e-87a0f0ab13b8.mov-0001.jpg,242.0,292.0,334.0,373.0,car
42aaa092-024a-4120-a64e-87a0f0ab13b8.mov-0001.jpg,1.0,282.0,95.0,373.0,car
42aaa092-024a-4120-a64e-87a0f0ab13b8.mov-0001.jpg,121.0,293.0,193.0,347.0,car
frame_715df0c07471346237ab48d7f9783216_a2b5e62b7f67cb1806dc70313fffd4c6_90000-1280_720.jpg,431.0,239.0,482.0,279.0,car
frame_715df0c07471346237ab48d7f9783216_a2b5e62b7f67cb1806dc70313fffd4c6_90000-1280_720.jpg,488.0,212.0,523.0,260.0,car
frame_715df0c07471346237ab48d7f9783216_a2b5e62b7f67cb1806dc70313fffd4c6_90000-1280_720.jpg,1152.0,75.0,1276.0,236.0,car
frame_66141b7b5c5fcd92bf8163766b53a6d5_1371524ddf3c4c18bed9d0b4237c3850_0-1280_720.jpg,287.0,310.0,458.0,425.0,car
frame_66141b7b5c5fcd92bf8163766b53a6d5_1371524ddf3c4c18bed9d0b4237c3850_0-1280_720.jpg,576.0,333.0,612.0,363.0,car
frame_66141b7b5c5fcd92bf8163766b53a6d5_1371524ddf3c4c18bed9d0b4237c3850_0-1280_720.jpg,637.0,339.0,681.0,373.0,car
frame_66141b7b5c5fcd92bf8163766b53a6d5_1371524ddf3c4c18bed9d0b4237c3850_0-1280_720.jpg,686.0,332.0,715.0,356.0,car
frame_66141b7b5c5fcd92bf8163766b53a6d5_1371524ddf3c4c18bed9d0b4237c3850_0-1280_720.jpg,724.0,326.0,748.0,353.0,car
frame_66141b7b5c5fcd92bf8163766b53a6d5_1371524ddf3c4c18bed9d0b4237c3850_0-1280_720.jpg,765.0,330.0,825.0,384.0,car
frame_111cc715ff6c9b40f34eb7ed57a8f2f6_62629899c1e198a68851b03e4df13bbc_60000-1280_720.jpg,609.0,468.0,703.0,573.0,car
frame_111cc715ff6c9b40f34eb7ed57a8f2f6_62629899c1e198a68851b03e4df13bbc_60000-1280_720.jpg,464.0,529.0,514.0,572.0,car
frame_111cc715ff6c9b40f34eb7ed57a8f2f6_62629899c1e198a68851b03e4df13bbc_60000-1280_720.jpg,279.0,536.0,347.0,605.0,car
frame_111cc715ff6c9b40f34eb7ed57a8f2f6_62629899c1e198a68851b03e4df13bbc_60000-1280_720.jpg,750.0,525.0,813.0,578.0,car
